,2330.TW,TWD,TAIEX,SOX,TAIBOR,DIJA
2010/9/13,60.90,31.69,8091.30,327.17,0.33,10544.13
2010/9/14,61.00,31.67,8132.60,332.76,0.33,10526.49
2010/9/15,61.20,31.74,8163.82,331.64,0.33,10572.73
2010/9/16,60.50,31.73,8099.75,334.24,0.33,10594.83
2010/9/17,61.20,31.65,8158.33,334.35,0.33,10607.85
2010/9/20,62.00,31.63,8186.96,336.12,0.33,10753.62
2010/9/21,61.80,31.57,8196.40,335.29,0.33,10761.03
2010/9/23,60.00,31.55,8202.54,332.83,0.33,10662.42
2010/9/24,60.10,31.34,8166.62,346.14,0.33,10860.26
2010/9/27,60.70,31.35,8191.54,343.80,0.33,10812.04
2010/9/28,61.00,31.42,8189.44,349.46,0.33,10858.14
2010/9/29,61.50,31.21,8240.89,351.79,0.33,10835.28
2010/9/30,62.00,31.19,8237.78,349.24,0.33,10788.05
2010/10/1,62.00,31.29,8244.18,348.06,0.38,10829.68
2010/10/4,61.90,31.24,8246.10,343.12,0.38,10751.27
2010/10/5,61.10,30.99,8200.43,350.91,0.38,10944.72
2010/10/6,61.80,30.86,8284.03,345.34,0.38,10967.65
2010/10/7,61.30,30.82,8283.92,346.83,0.38,10948.58
2010/10/8,61.80,30.84,8244.19,350.15,0.38,11006.48
2010/10/11,61.50,30.85,8176.76,352.67,0.38,11010.34
2010/10/12,61.00,30.98,8090.22,355.32,0.38,11020.40
2010/10/13,61.00,30.84,8106.66,355.66,0.38,11096.08
2010/10/14,61.80,30.67,8215.45,354.83,0.38,11094.57
2010/10/15,61.90,30.66,8205.30,357.12,0.38,11062.78
2010/10/18,60.50,30.75,8060.54,354.57,0.38,11143.69
2010/10/19,60.70,30.90,8046.23,349.62,0.38,10978.62
2010/10/20,61.00,30.81,8124.62,351.78,0.38,11107.97
2010/10/21,61.00,30.75,8131.23,349.86,0.38,11146.57
2010/10/22,61.80,30.83,8168.06,356.94,0.38,11132.56
2010/10/25,62.00,30.43,8306.98,360.78,0.38,11164.05
2010/10/26,62.30,30.65,8343.23,359.36,0.38,11169.46
2010/10/27,62.00,30.74,8291.04,370.45,0.38,11126.28
2010/10/28,62.70,30.63,8354.05,370.34,0.38,11113.95
2010/10/29,62.80,30.60,8287.09,372.64,0.38,11118.49
2010/11/1,63.50,30.51,8379.75,371.45,0.38,11124.62
2010/11/2,63.30,30.45,8344.76,374.19,0.38,11188.72
2010/11/3,63.90,30.40,8293.90,377.81,0.38,11215.13
2010/11/4,63.90,30.18,8357.85,389.75,0.38,11434.84
2010/11/5,64.20,30.16,8449.34,392.02,0.38,11444.08
2010/11/8,63.30,30.18,8430.58,391.88,0.38,11406.84
2010/11/9,64.00,30.14,8445.63,387.32,0.38,11346.75
2010/11/10,64.20,30.12,8450.63,387.34,0.38,11357.04
2010/11/11,63.70,30.13,8436.95,382.49,0.38,11283.10
2010/11/12,63.00,30.22,8316.05,382.61,0.38,11192.58
2010/11/15,63.90,30.19,8240.65,379.57,0.38,11201.97
2010/11/16,64.50,30.25,8312.21,374.07,0.38,11023.50
2010/11/17,63.80,30.45,8255.54,373.85,0.38,11007.88
2010/11/18,63.30,30.27,8283.45,380.96,0.38,11181.23
2010/11/19,63.70,30.27,8306.12,387.09,0.38,11203.55
2010/11/22,63.80,30.35,8374.91,391.33,0.38,11178.58
2010/11/23,63.40,30.52,8328.63,388.27,0.38,11036.37
2010/11/24,63.20,30.44,8297.05,398.71,0.38,11187.28
2010/11/25,64.40,30.39,8349.99,396.03,0.38,11092.00
2010/11/26,64.40,30.46,8312.15,396.03,0.38,11092.00
2010/11/29,64.30,30.50,8367.17,395.15,0.38,11052.49
2010/11/30,63.40,30.47,8372.48,390.12,0.38,11006.02
2010/12/1,64.60,30.37,8520.11,403.07,0.38,11255.78
2010/12/2,66.20,30.34,8585.77,410.56,0.38,11362.41
2010/12/3,68.30,30.22,8624.01,412.43,0.38,11382.09
2010/12/6,68.50,30.14,8702.23,411.77,0.38,11362.19
2010/12/7,68.00,30.10,8704.39,411.51,0.38,11359.16
2010/12/8,68.00,30.16,8703.79,415.43,0.38,11372.48
2010/12/9,70.00,30.17,8753.84,416.40,0.38,11370.06
2010/12/10,69.70,30.17,8718.83,416.69,0.38,11410.32
2010/12/13,69.40,30.00,8736.59,413.20,0.38,11428.56
2010/12/14,69.00,29.89,8740.43,410.67,0.38,11476.54
2010/12/15,70.00,29.88,8756.71,406.03,0.38,11457.47
2010/12/16,71.20,29.85,8782.20,408.71,0.38,11499.25
2010/12/17,72.90,29.90,8817.90,411.44,0.38,11491.91
2010/12/20,71.20,29.93,8768.72,410.24,0.38,11478.13
2010/12/21,71.30,29.85,8827.79,412.96,0.38,11533.16
2010/12/22,71.20,29.82,8860.49,413.09,0.38,11559.49
2010/12/23,71.00,29.82,8898.87,411.78,0.39,11573.49
2010/12/24,70.80,29.60,8861.10,412.27,0.39,11555.03
2010/12/27,70.70,29.48,8892.31,412.27,0.39,11555.03
2010/12/28,70.90,29.46,8870.76,410.66,0.39,11575.54
2010/12/29,70.60,29.38,8866.35,411.20,0.39,11585.38
2010/12/30,70.60,29.14,8907.91,412.30,0.39,11569.71
2010/12/31,71.00,29.17,8972.50,411.82,0.43,11577.51
2011/1/3,71.10,29.08,9025.30,415.05,0.43,11670.75
2011/1/4,71.20,29.17,8997.19,415.58,0.42,11691.18
2011/1/5,69.80,29.17,8846.31,417.09,0.42,11722.89
2011/1/6,71.00,29.26,8883.21,424.77,0.42,11697.31
2011/1/7,72.50,29.36,8782.72,425.76,0.42,11674.76
2011/1/10,74.20,29.26,8817.88,430.17,0.42,11637.45
2011/1/11,74.50,29.13,8931.36,431.52,0.42,11671.88
2011/1/12,74.90,29.18,8965.00,440.01,0.42,11755.44
2011/1/13,74.60,28.98,8975.58,439.82,0.42,11731.90
2011/1/14,74.80,29.16,8972.51,451.59,0.42,11787.38
2011/1/17,75.80,29.04,8925.09,449.93,0.42,11837.93
2011/1/18,76.80,28.96,8988.00,449.93,0.42,11837.93
2011/1/19,78.00,29.02,9086.02,439.33,0.42,11825.29
2011/1/20,76.40,29.25,9022.17,434.77,0.42,11822.80
2011/1/21,74.60,29.08,8954.38,431.65,0.42,11871.84
2011/1/24,75.30,29.05,8947.79,442.42,0.43,11980.52
2011/1/25,75.00,29.02,8991.39,439.12,0.44,11977.19
2011/1/26,74.60,29.06,9055.59,442.94,0.44,11985.44
2011/1/27,75.20,29.03,9102.33,451.28,0.44,11989.83
2011/1/28,76.30,29.05,9145.35,438.61,0.45,11823.70
2011/2/8,75.50,28.93,9111.46,460.90,0.45,12233.15
2011/2/9,73.80,28.82,9006.82,457.60,0.44,12239.89
2011/2/10,72.00,28.94,8836.56,459.25,0.44,12229.29
2011/2/11,71.40,29.30,8609.86,462.82,0.44,12273.26
2011/2/14,72.50,29.35,8685.47,466.40,0.44,12268.19
2011/2/15,72.50,29.43,8721.93,461.38,0.44,12226.64
2011/2/16,72.10,29.43,8712.96,466.56,0.44,12288.17
2011/2/17,72.50,29.42,8683.88,473.22,0.44,12318.14
2011/2/18,73.00,29.40,8843.84,471.46,0.44,12391.25
2011/2/21,73.40,29.34,8839.22,452.81,0.44,12212.79
2011/2/22,72.50,29.53,8673.67,452.81,0.44,12212.79
2011/2/23,71.00,29.57,8528.94,444.27,0.45,12105.78
2011/2/24,70.50,29.80,8541.64,451.90,0.45,12068.50
2011/2/25,70.50,29.74,8599.65,463.69,0.45,12130.45
2011/3/1,71.40,29.54,8727.56,449.78,0.45,12058.02
2011/3/2,70.40,29.63,8619.90,456.09,0.45,12066.80
2011/3/3,70.80,29.47,8738.37,464.77,0.45,12258.20
2011/3/4,71.80,29.38,8784.40,459.82,0.45,12169.88
2011/3/7,70.90,29.35,8713.79,447.35,0.45,12090.03
2011/3/8,71.50,29.42,8747.75,447.94,0.45,12214.38
2011/3/9,71.40,29.35,8750.02,434.35,0.45,12213.09
2011/3/10,70.50,29.46,8642.90,423.73,0.45,11984.61
2011/3/11,70.00,29.57,8567.82,427.91,0.45,12044.40
2011/3/14,70.30,29.48,8520.02,427.17,0.45,11993.16
2011/3/15,68.00,29.54,8234.78,421.79,0.45,11855.42
2011/3/16,68.50,29.53,8324.58,412.44,0.45,11613.30
2011/3/17,67.40,29.56,8282.69,417.97,0.45,11774.59
2011/3/18,68.30,29.59,8394.75,419.20,0.45,11858.52
2011/3/21,69.00,29.52,8467.71,426.79,0.45,12036.53
2011/3/22,68.60,29.54,8508.04,422.91,0.45,12018.63
2011/3/23,68.70,29.58,8545.08,426.94,0.45,12086.02
2011/3/24,69.40,29.52,8576.40,437.41,0.45,12170.56
2011/3/25,71.20,29.43,8610.39,436.27,0.46,12220.59
2011/3/28,71.00,29.47,8553.06,436.75,0.45,12197.88
2011/3/29,70.80,29.47,8596.57,441.04,0.46,12279.01
2011/3/30,70.30,29.48,8646.31,441.38,0.46,12350.61
2011/3/31,70.60,29.40,8683.30,437.36,0.46,12319.73
2011/4/1,70.70,29.25,8705.13,432.85,0.51,12376.72
2011/4/6,72.90,29.00,8851.98,445.50,0.51,12426.75
2011/4/7,72.80,28.94,8901.72,443.25,0.51,12409.49
2011/4/8,72.90,28.92,8894.54,439.58,0.51,12380.05
2011/4/11,71.10,28.91,8880.27,435.88,0.51,12381.11
2011/4/12,70.10,29.08,8732.59,426.78,0.51,12263.58
2011/4/13,70.70,29.00,8780.20,427.89,0.52,12270.99
2011/4/14,69.80,29.07,8802.73,428.41,0.52,12285.15
2011/4/15,69.20,28.97,8718.12,431.23,0.52,12341.83
2011/4/18,69.00,29.08,8714.48,423.44,0.52,12201.59
2011/4/19,68.10,29.07,8638.55,425.26,0.52,12266.75
2011/4/20,69.80,28.95,8813.28,443.42,0.52,12453.54
2011/4/21,70.70,28.85,8957.65,443.20,0.52,12505.99
2011/4/22,70.90,28.88,8969.43,443.41,0.52,12479.88
2011/4/25,70.30,28.89,8950.75,443.41,0.52,12479.88
2011/4/26,70.30,29.04,8948.14,450.48,0.52,12595.37
2011/4/27,72.30,28.86,9049.25,450.64,0.52,12690.96
2011/4/28,73.00,28.68,9040.77,447.54,0.52,12763.31
2011/4/29,73.20,28.67,9007.87,449.56,0.52,12810.54
2011/5/3,74.60,28.59,8946.08,439.43,0.52,12807.51
2011/5/4,73.80,28.57,8947.35,439.70,0.52,12723.58
2011/5/5,74.80,28.62,9018.61,440.35,0.52,12584.17
2011/5/6,75.00,28.60,8977.23,443.66,0.52,12638.74
2011/5/9,75.50,28.61,9035.48,442.36,0.52,12684.68
2011/5/10,74.40,28.58,9023.28,444.59,0.53,12760.36
2011/5/11,75.00,28.50,9020.40,440.89,0.53,12630.03
2011/5/12,75.70,28.58,9033.68,447.13,0.53,12695.92
2011/5/13,75.90,28.64,9006.61,440.95,0.53,12595.75
2011/5/16,74.90,28.80,8911.71,434.69,0.53,12548.37
2011/5/17,75.60,28.85,8884.09,429.48,0.53,12479.58
2011/5/18,75.30,28.85,8944.84,437.59,0.53,12560.18
2011/5/19,75.20,28.82,8892.88,433.87,0.53,12605.32
2011/5/20,75.50,28.81,8837.03,432.56,0.53,12512.04
2011/5/23,75.10,28.90,8747.51,423.34,0.53,12381.26
2011/5/24,74.80,28.92,8756.61,420.21,0.53,12356.21
2011/5/25,74.50,28.94,8727.09,424.21,0.53,12394.66
2011/5/26,74.20,28.89,8788.40,428.24,0.53,12402.76
2011/5/27,74.00,28.87,8810.00,433.09,0.54,12441.58
2011/5/30,75.10,28.82,8823.68,439.60,0.54,12569.79
2011/5/31,76.70,28.64,8988.84,439.60,0.54,12569.79
2011/6/1,77.00,28.58,9062.35,426.28,0.54,12290.14
2011/6/2,76.40,28.68,8991.36,426.42,0.54,12248.55
2011/6/3,77.20,28.66,9046.28,418.52,0.54,12151.26
2011/6/7,77.50,28.66,9057.10,417.64,0.54,12070.81
2011/6/8,77.50,28.71,9007.53,408.94,0.54,12048.94
2011/6/9,76.90,28.72,9000.94,409.62,0.55,12124.36
2011/6/10,75.30,28.78,8837.82,402.80,0.55,11951.91
2011/6/13,74.70,28.84,8712.95,399.08,0.55,11952.97
2011/6/14,76.20,28.84,8829.21,406.75,0.55,12076.11
2011/6/15,77.00,28.85,8831.45,398.44,0.55,11897.27
2011/6/16,75.50,28.92,8654.43,393.87,0.55,11961.52
2011/6/17,74.20,28.99,8636.10,388.21,0.55,12004.36
2011/6/20,74.90,28.95,8530.68,388.73,0.55,12080.38
2011/6/21,75.90,28.86,8597.62,398.61,0.55,12190.01
2011/6/22,75.00,28.85,8621.04,396.73,0.55,12109.67
2011/6/23,74.20,28.87,8567.28,402.56,0.55,12050.00
2011/6/24,72.90,28.88,8532.83,392.50,0.55,11934.58
2011/6/27,72.00,28.93,8500.16,395.27,0.55,12043.56
2011/6/28,72.50,28.90,8478.86,400.52,0.55,12188.69
2011/6/29,71.40,28.88,8573.38,400.17,0.55,12261.42
2011/6/30,72.20,28.73,8652.59,410.35,0.55,12414.34
2011/7/1,72.80,28.75,8739.82,419.11,0.61,12582.77
2011/7/4,73.50,28.69,8774.72,414.94,0.61,12569.87
2011/7/5,73.20,28.78,8784.44,414.94,0.61,12569.87
2011/7/6,72.80,28.84,8824.44,411.79,0.60,12626.02
2011/7/7,71.60,28.81,8773.42,420.40,0.61,12719.49
2011/7/8,72.50,28.75,8749.55,413.80,0.61,12657.20
2011/7/11,71.30,28.82,8665.85,406.73,0.61,12505.76
2011/7/12,70.30,28.91,8491.01,394.96,0.61,12446.88
2011/7/13,72.20,28.83,8488.06,393.87,0.61,12491.61
2011/7/14,70.70,28.81,8481.35,387.76,0.61,12437.12
2011/7/15,69.90,28.89,8574.91,390.07,0.61,12479.73
2011/7/18,69.70,28.92,8538.57,384.63,0.61,12385.16
2011/7/19,68.50,28.88,8524.57,397.41,0.61,12587.42
2011/7/20,71.60,28.86,8706.17,395.11,0.61,12571.91
2011/7/21,71.60,28.85,8717.14,398.88,0.61,12724.41
2011/7/22,72.00,28.81,8765.32,408.56,0.62,12681.16
2011/7/25,72.00,28.81,8683.51,403.08,0.62,12592.80
2011/7/26,73.70,28.79,8794.24,406.47,0.62,12501.30
2011/7/27,73.40,28.79,8817.49,391.13,0.62,12302.55
2011/7/28,73.00,28.83,8767.20,390.53,0.62,12240.11
2011/7/29,72.00,28.87,8644.18,386.94,0.62,12143.24
2011/8/1,72.60,28.78,8701.38,386.93,0.62,12132.49
2011/8/2,71.40,28.85,8584.72,375.17,0.62,11866.62
2011/8/3,70.10,28.86,8456.86,379.39,0.62,11896.44
2011/8/4,70.00,28.94,8317.27,357.32,0.62,11383.68
2011/8/5,66.60,29.01,7853.13,350.22,0.62,11444.61
2011/8/8,65.20,28.99,7552.80,331.33,0.62,10809.85
2011/8/9,63.30,28.99,7493.12,346.69,0.62,11239.77
2011/8/10,65.80,28.94,7736.32,339.54,0.62,10719.94
2011/8/11,66.40,29.05,7719.09,357.12,0.62,11143.31
2011/8/12,65.10,28.97,7637.02,355.62,0.62,11269.02
2011/8/15,66.80,28.90,7819.39,362.65,0.62,11482.90
2011/8/16,66.00,28.89,7798.59,355.41,0.62,11405.93
2011/8/17,65.80,28.90,7741.76,353.10,0.62,11410.21
2011/8/18,64.40,28.96,7614.97,332.23,0.62,10990.58
2011/8/19,63.90,29.00,7342.96,326.32,0.62,10817.65
2011/8/22,65.00,29.01,7312.59,328.94,0.62,10854.65
2011/8/23,66.80,28.96,7550.23,346.09,0.62,11176.76
2011/8/24,67.50,28.97,7502.93,345.69,0.62,11320.71
2011/8/25,67.00,29.05,7410.87,336.33,0.62,11149.82
2011/8/26,67.90,29.03,7445.10,345.78,0.63,11284.54
2011/8/29,69.40,29.02,7578.01,358.44,0.63,11539.25
2011/8/30,69.00,29.05,7646.19,358.23,0.63,11559.95
2011/8/31,69.40,28.98,7741.36,355.79,0.63,11613.53
2011/9/1,68.60,28.97,7757.76,349.85,0.63,11493.57
2011/9/2,67.50,28.97,7757.06,341.46,0.63,11240.26
2011/9/5,66.60,29.03,7551.57,339.09,0.63,11139.30
2011/9/6,66.10,29.09,7367.19,339.09,0.63,11139.30
2011/9/7,68.60,29.09,7529.01,354.26,0.63,11414.86
2011/9/8,68.70,29.07,7548.37,352.15,0.63,11295.81
2011/9/9,69.30,29.20,7610.57,348.40,0.63,10992.13
2011/9/13,68.40,29.47,7391.37,366.17,0.63,11105.85
2011/9/14,67.20,29.65,7228.47,375.73,0.63,11246.73
2011/9/15,69.10,29.57,7385.68,381.09,0.63,11433.18
2011/9/16,71.10,29.54,7577.40,381.91,0.63,11509.09
2011/9/19,71.20,29.74,7480.88,377.49,0.63,11401.01
2011/9/20,70.50,29.86,7492.85,372.76,0.63,11408.66
2011/9/21,72.00,29.95,7535.88,365.37,0.63,11124.84
2011/9/22,69.00,30.45,7305.50,352.78,0.63,10733.83
2011/9/23,67.50,30.38,7046.22,359.95,0.63,10771.48
2011/9/26,67.20,30.55,6877.12,359.50,0.64,11043.86
2011/9/27,69.90,30.41,7089.95,366.01,0.64,11190.69
2011/9/28,70.30,30.32,7146.98,355.36,0.64,11010.90
2011/9/29,70.30,30.46,7182.61,350.82,0.64,11153.98
2011/9/30,70.00,30.45,7225.38,338.82,0.64,10913.38
2011/10/3,68.60,30.57,7013.97,326.37,0.64,10655.30
2011/10/4,69.10,30.63,7047.87,340.23,0.63,10808.71
2011/10/5,69.10,30.65,6989.15,350.78,0.64,10939.95
2011/10/6,69.00,30.57,7132.00,355.17,0.63,11123.33
2011/10/7,69.10,30.47,7211.96,356.73,0.64,11103.12
2011/10/11,70.00,30.39,7398.71,365.70,0.64,11416.30
2011/10/12,70.40,30.30,7382.35,369.18,0.64,11518.85
2011/10/13,70.40,30.31,7428.33,376.60,0.64,11478.13
2011/10/14,70.30,30.28,7358.08,380.86,0.64,11644.49
2011/10/17,71.10,30.06,7461.12,370.31,0.64,11397.00
2011/10/18,70.70,30.20,7359.48,378.66,0.64,11577.05
2011/10/19,71.10,30.06,7353.37,370.16,0.64,11504.62
2011/10/20,69.70,30.23,7244.32,363.88,0.64,11541.78
2011/10/21,70.30,30.27,7254.51,372.10,0.64,11808.79
2011/10/24,71.70,30.15,7470.30,384.65,0.64,11913.62
2011/10/25,71.50,30.11,7491.21,377.46,0.64,11706.62
2011/10/26,71.90,30.13,7535.82,379.48,0.64,11869.04
2011/10/27,71.90,30.00,7565.21,395.74,0.64,12208.55
2011/10/28,73.10,29.86,7616.06,396.33,0.64,12231.11
2011/10/31,73.60,29.93,7587.69,386.49,0.64,11955.01
2011/11/1,73.80,30.12,7622.01,374.05,0.64,11657.96
2011/11/2,73.90,30.09,7598.45,375.88,0.64,11836.04
2011/11/3,73.50,30.15,7460.31,387.15,0.64,12044.47
2011/11/4,74.60,30.02,7603.23,391.48,0.64,11983.24
2011/11/7,75.00,30.12,7621.72,390.87,0.64,12068.39
2011/11/8,74.50,30.07,7600.79,393.22,0.64,12170.18
2011/11/9,74.10,30.05,7561.86,375.04,0.64,11780.94
2011/11/10,72.60,30.23,7308.68,378.23,0.64,11893.79
2011/11/11,73.40,30.17,7367.29,391.60,0.64,12153.68
2011/11/14,75.90,30.22,7525.65,386.56,0.64,12078.98
2011/11/15,76.00,30.24,7491.06,392.23,0.64,12096.16
2011/11/16,75.40,30.21,7387.52,389.92,0.64,11905.59
2011/11/17,75.70,30.19,7387.81,374.35,0.64,11770.73
2011/11/18,74.20,30.25,7233.78,371.25,0.64,11796.16
2011/11/21,73.30,30.33,7042.64,364.20,0.64,11547.31
2011/11/22,74.00,30.30,7000.03,359.66,0.64,11493.72
2011/11/23,73.40,30.39,6806.43,348.17,0.64,11257.55
2011/11/24,72.80,30.42,6864.39,344.14,0.64,11231.78
2011/11/25,71.60,30.43,6784.52,344.14,0.64,11231.78
2011/11/28,73.60,30.37,6898.78,355.17,0.64,11523.01
2011/11/29,73.60,30.38,6988.65,352.62,0.64,11555.63
2011/11/30,74.60,30.31,6904.12,373.32,0.64,12045.68
2011/12/1,76.60,30.10,7178.69,375.31,0.64,12020.03
2011/12/2,76.00,30.14,7140.68,374.57,0.64,12019.42
2011/12/5,76.30,30.13,7098.08,378.12,0.64,12097.83
2011/12/6,75.40,30.22,6956.28,377.41,0.64,12150.13
2011/12/7,76.40,30.15,7033.00,381.85,0.64,12196.37
2011/12/8,76.30,30.16,6982.90,371.13,0.64,11997.70
2011/12/9,74.10,30.20,6893.30,375.67,0.64,12184.26
2011/12/12,75.00,30.20,6949.04,365.15,0.64,12021.39
2011/12/13,75.20,30.24,6896.31,356.53,0.64,11954.94
2011/12/14,74.50,30.32,6922.57,350.73,0.64,11823.48
2011/12/15,72.50,30.35,6764.59,350.04,0.64,11868.81
2011/12/16,72.70,30.35,6785.09,352.86,0.64,11866.39
2011/12/19,72.50,30.39,6633.33,343.36,0.64,11766.26
2011/12/20,72.80,30.33,6662.64,358.73,0.64,12103.58
2011/12/21,76.00,30.28,6966.48,354.45,0.64,12107.74
2011/12/22,75.00,30.25,6966.35,366.81,0.64,12169.65
2011/12/23,75.40,30.27,7110.73,368.60,0.64,12294.00
2011/12/26,75.00,30.29,7092.58,368.01,0.64,12291.35
2011/12/27,75.50,30.30,7085.03,368.01,0.64,12291.35
2011/12/28,75.70,30.35,7056.67,362.59,0.64,12151.41
2011/12/29,75.80,30.25,7074.82,365.93,0.64,12287.04
2011/12/30,75.80,30.27,7072.08,364.44,0.64,12217.56
2012/1/2,75.00,30.24,6952.21,368.60,0.64,12397.38
2012/1/3,75.70,30.28,7053.38,368.60,0.64,12397.38
2012/1/4,75.80,30.27,7082.97,368.66,0.64,12418.42
2012/1/5,76.00,30.24,7130.86,374.17,0.64,12415.70
2012/1/6,75.60,30.23,7120.51,375.22,0.64,12359.92
2012/1/9,75.60,30.15,7093.04,382.59,0.64,12392.69
2012/1/10,76.50,30.03,7178.87,386.28,0.64,12462.47
2012/1/11,76.50,29.96,7188.21,387.89,0.64,12449.45
2012/1/12,77.00,29.96,7186.58,391.75,0.64,12471.02
2012/1/13,77.50,29.98,7181.54,383.47,0.64,12422.06
2012/1/16,75.30,30.03,7103.62,385.22,0.64,12482.07
2012/1/17,75.60,29.99,7221.08,385.22,0.64,12482.07
2012/1/18,76.70,29.95,7233.69,404.60,0.64,12578.95
2012/1/30,78.70,29.79,7407.41,408.74,0.64,12653.72
2012/1/31,78.50,29.62,7517.08,408.94,0.64,12632.91
2012/2/1,77.00,29.55,7549.21,418.74,0.64,12716.46
2012/2/2,76.80,29.50,7652.46,420.56,0.64,12705.41
2012/2/3,76.20,29.46,7674.99,427.99,0.64,12862.23
2012/2/4,76.50,29.55,7741.24,421.87,0.64,12845.13
2012/2/6,77.40,29.55,7687.98,421.87,0.64,12845.13
2012/2/7,77.40,29.52,7707.44,422.30,0.64,12878.20
2012/2/8,77.50,29.46,7869.91,427.59,0.64,12883.95
2012/2/9,78.00,29.46,7910.78,428.98,0.64,12890.46
2012/2/10,76.90,29.56,7862.27,420.15,0.64,12801.23
2012/2/13,76.60,29.50,7912.91,421.73,0.64,12874.04
2012/2/14,77.30,29.57,7884.08,423.46,0.64,12878.28
2012/2/15,78.50,29.54,8005.24,425.48,0.64,12780.95
2012/2/16,78.50,29.53,7869.70,435.88,0.64,12904.08
2012/2/17,80.00,29.54,7894.36,432.04,0.64,12949.87
2012/2/20,80.00,29.49,7954.82,426.00,0.64,12965.69
2012/2/21,80.00,29.57,7921.50,426.00,0.64,12965.69
2012/2/22,79.70,29.57,8001.68,424.06,0.64,12938.67
2012/2/23,78.10,29.56,7937.30,424.67,0.64,12984.69
2012/2/24,79.10,29.53,7959.34,423.79,0.64,12982.95
2012/2/29,81.10,29.38,8121.44,424.17,0.64,12952.07
2012/3/1,80.10,29.37,8118.34,424.78,0.64,12980.30
2012/3/2,80.00,29.42,8144.04,420.35,0.64,12977.57
2012/3/3,79.30,29.48,8114.44,409.65,0.64,12962.81
2012/3/5,78.90,29.48,8004.74,409.65,0.64,12962.81
2012/3/6,79.50,29.55,7937.97,405.95,0.64,12759.15
2012/3/7,79.10,29.50,7903.08,412.24,0.64,12837.33
2012/3/8,79.70,29.47,7984.56,418.35,0.64,12907.94
2012/3/9,80.00,29.41,8016.01,422.85,0.64,12922.02
2012/3/12,80.00,29.49,7927.55,418.57,0.64,12959.71
2012/3/13,81.30,29.51,8031.51,428.20,0.64,13177.68
2012/3/14,83.20,29.60,8125.26,426.65,0.64,13194.10
2012/3/15,83.20,29.51,8121.62,434.99,0.64,13252.76
2012/3/16,81.10,29.51,8054.94,435.41,0.64,13232.62
2012/3/19,83.70,29.51,8043.92,438.69,0.64,13239.13
2012/3/20,83.20,29.56,7972.70,435.54,0.64,13170.19
2012/3/21,84.90,29.54,7981.94,437.19,0.64,13124.62
2012/3/22,85.20,29.62,8059.94,434.54,0.64,13046.14
2012/3/23,85.40,29.56,8076.61,435.68,0.64,13080.73
2012/3/26,83.60,29.56,7967.62,441.88,0.64,13241.63
2012/3/27,85.80,29.57,8029.46,441.60,0.65,13197.73
2012/3/28,85.50,29.56,8038.07,436.10,0.65,13126.21
2012/3/29,84.10,29.57,7872.66,436.85,0.65,13145.82
2012/3/30,84.90,29.51,7933.00,438.64,0.65,13212.04
2012/4/2,85.10,29.48,7862.90,438.44,0.65,13264.49
2012/4/3,85.00,29.49,7760.85,431.50,0.65,13199.55
2012/4/5,83.10,29.50,7639.82,423.20,0.65,13060.14
2012/4/6,83.80,29.52,7706.26,417.08,0.65,12929.59
2012/4/9,83.00,29.52,7600.87,417.08,0.65,12929.59
2012/4/10,82.00,29.52,7640.68,409.65,0.65,12715.93
2012/4/11,82.40,29.50,7656.67,416.42,0.65,12805.39
2012/4/12,82.60,29.43,7662.92,424.16,0.65,12986.58
2012/4/13,84.90,29.51,7788.27,416.43,0.65,12849.59
2012/4/16,84.90,29.46,7729.86,416.70,0.65,12921.41
2012/4/17,83.80,29.50,7585.87,423.20,0.65,13115.54
2012/4/18,85.00,29.49,7605.00,419.51,0.65,13032.75
2012/4/19,85.80,29.49,7622.69,415.03,0.65,12964.10
2012/4/20,84.30,29.49,7507.15,405.17,0.66,13029.26
2012/4/23,84.30,29.47,7481.09,400.15,0.66,12927.17
2012/4/24,84.60,29.45,7498.84,397.10,0.66,13001.56
2012/4/25,84.20,29.45,7563.18,406.40,0.66,13090.72
2012/4/26,84.00,29.22,7521.35,415.20,0.66,13204.62
2012/4/27,86.00,29.20,7480.50,415.91,0.66,13228.31
2012/4/30,86.80,29.13,7501.72,413.39,0.66,13213.63
2012/5/2,88.40,29.18,7676.81,416.81,0.66,13268.57
2012/5/3,88.90,29.23,7659.53,406.49,0.66,13206.59
2012/5/4,87.60,29.23,7700.95,397.94,0.66,13038.27
2012/5/7,85.60,29.28,7538.08,396.92,0.66,13008.53
2012/5/8,84.40,29.32,7545.71,394.36,0.66,12932.09
2012/5/9,84.60,29.34,7475.71,393.15,0.66,12835.06
2012/5/10,85.30,29.32,7484.01,391.74,0.66,12855.04
2012/5/11,85.50,29.38,7401.37,394.60,0.66,12820.60
2012/5/14,85.40,29.55,7377.18,390.31,0.66,12695.35
2012/5/15,85.50,29.55,7395.64,386.29,0.66,12632.00
2012/5/16,83.40,29.61,7234.57,379.82,0.66,12598.55
2012/5/17,85.10,29.57,7356.77,371.45,0.66,12442.49
2012/5/18,81.80,29.54,7151.19,364.48,0.66,12369.38
2012/5/21,82.50,29.45,7192.23,373.85,0.66,12504.48
2012/5/22,82.20,29.53,7274.89,370.98,0.66,12502.81
2012/5/23,79.10,29.55,7147.75,372.33,0.66,12496.15
2012/5/24,80.60,29.61,7124.89,367.07,0.67,12529.75
2012/5/25,80.00,29.60,7071.63,372.11,0.67,12454.83
2012/5/28,81.60,29.61,7136.00,379.66,0.67,12580.69
