,2330.TW,TWD,TAIEX,SOX,TAIBOR,DIJA
2017/12/26,226.00,29.94,10421.91,1258.88,0.25,24746.21
2017/12/27,225.00,29.92,10486.67,1263.36,0.25,24774.30
2017/12/28,226.00,29.82,10567.64,1266.30,0.25,24837.51
2017/12/29,229.50,29.66,10642.86,1253.05,0.25,24719.22
2018/1/2,232.50,29.62,10710.73,1287.70,0.25,24824.01
2018/1/3,237.00,29.58,10801.57,1309.86,0.25,24922.68
2018/1/4,239.50,29.58,10848.63,1317.24,0.25,25075.13
2018/1/5,240.00,29.44,10879.80,1325.71,0.25,25295.87
2018/1/8,242.00,29.51,10915.75,1335.54,0.25,25283.00
2018/1/9,242.00,29.53,10914.89,1322.57,0.25,25385.80
2018/1/10,236.50,29.58,10831.09,1306.22,0.25,25369.13
2018/1/11,235.00,29.59,10810.06,1314.34,0.25,25574.73
2018/1/12,237.00,29.59,10883.96,1322.10,0.25,25803.19
2018/1/15,240.00,29.52,10956.31,1325.97,0.25,25792.86
2018/1/16,240.50,29.54,10986.11,1325.97,0.25,25792.86
2018/1/17,242.00,29.54,11004.80,1364.29,0.25,26115.65
2018/1/18,248.50,29.55,11071.57,1370.56,0.25,26017.81
2018/1/19,255.50,29.34,11150.85,1372.03,0.25,26071.72
2018/1/22,261.50,29.18,11231.46,1382.41,0.25,26214.60
2018/1/23,266.00,29.21,11253.11,1392.86,0.25,26210.81
2018/1/24,258.00,29.11,11152.16,1360.68,0.25,26252.12
2018/1/25,258.00,29.11,11165.95,1337.62,0.25,26392.79
2018/1/26,255.00,29.07,11147.10,1381.27,0.25,26616.71
2018/1/29,258.50,29.19,11221.81,1378.42,0.25,26439.48
2018/1/30,253.00,29.22,11076.78,1350.44,0.25,26076.89
2018/1/31,255.00,29.16,11103.79,1361.50,0.25,26149.39
2018/2/1,259.50,29.16,11160.25,1355.07,0.25,26186.71
2018/2/2,259.50,29.30,11126.23,1317.98,0.25,25520.96
2018/2/5,253.00,29.40,10946.25,1255.81,0.25,24345.75
2018/2/6,239.00,29.20,10404.00,1301.66,0.25,24912.77
2018/2/7,240.00,29.35,10551.54,1272.50,0.25,24893.35
2018/2/8,238.50,29.43,10528.52,1218.66,0.25,23860.46
2018/2/9,232.50,29.31,10371.75,1255.81,0.25,24190.90
2018/2/12,236.50,29.30,10421.09,1279.14,0.25,24601.27
2018/2/21,242.50,29.23,10714.44,1325.35,0.25,24797.78
2018/2/22,239.50,29.28,10662.38,1322.09,0.25,24962.48
2018/2/23,245.00,29.24,10794.55,1351.09,0.25,25309.99
2018/2/26,246.50,29.20,10836.70,1380.27,0.25,25709.27
2018/2/27,246.00,29.28,10815.47,1374.72,0.25,25410.03
2018/3/1,243.00,29.29,10785.79,1340.14,0.25,24608.98
2018/3/2,240.00,29.27,10698.17,1363.78,0.25,24538.06
2018/3/5,241.50,29.26,10642.90,1375.86,0.25,24874.76
2018/3/6,250.00,29.20,10784.34,1396.47,0.25,24884.12
2018/3/7,247.00,29.25,10745.32,1400.47,0.25,24801.36
2018/3/8,249.50,29.32,10823.24,1402.05,0.25,24895.21
2018/3/9,250.50,29.24,10864.82,1431.16,0.25,25335.74
2018/3/12,254.00,29.26,11002.10,1445.90,0.25,25178.61
2018/3/13,259.00,29.25,11095.63,1423.46,0.25,25007.03
2018/3/14,257.00,29.19,11038.80,1423.50,0.25,24758.12
2018/3/15,255.00,29.13,11018.45,1422.07,0.25,24873.66
2018/3/16,255.00,29.11,11027.70,1422.54,0.25,24946.51
2018/3/19,255.00,29.17,11046.90,1394.82,0.25,24610.91
2018/3/20,253.00,29.15,11010.84,1405.50,0.25,24727.27
2018/3/21,252.50,29.07,11011.07,1407.98,0.25,24682.31
2018/3/22,251.50,29.18,11005.84,1368.98,0.25,23957.89
2018/3/23,245.00,29.18,10823.33,1323.92,0.25,23533.20
2018/3/26,243.50,29.08,10840.05,1380.10,0.25,24202.60
2018/3/27,251.00,29.18,10986.79,1327.94,0.25,23857.71
2018/3/28,245.00,29.14,10865.66,1299.82,0.25,23848.42
2018/3/29,244.00,29.10,10845.92,1328.90,0.25,24103.11
2018/3/30,246.00,29.08,10906.22,1277.01,0.25,23644.19
2018/3/31,247.50,29.13,10919.49,1277.01,0.25,23644.19
2018/4/2,246.50,29.13,10888.27,1277.01,0.25,23644.19
2018/4/3,244.00,29.13,10821.53,1302.09,0.25,24033.36
2018/4/9,245.00,29.24,10893.53,1273.80,0.25,23979.10
2018/4/10,245.50,29.18,10927.18,1314.54,0.25,24408.00
2018/4/11,248.00,29.20,10974.02,1315.06,0.25,24189.45
2018/4/12,245.00,29.28,10955.29,1339.66,0.25,24483.05
2018/4/13,244.50,29.31,10965.39,1329.40,0.25,24360.14
2018/4/16,243.50,29.34,10954.55,1332.52,0.25,24573.04
2018/4/17,238.00,29.35,10810.45,1357.72,0.25,24786.63
2018/4/18,238.00,29.29,10847.89,1343.78,0.25,24748.07
2018/4/19,244.50,29.38,10971.22,1285.88,0.25,24664.89
2018/4/20,229.00,29.45,10779.38,1270.83,0.25,24462.94
2018/4/23,226.50,29.59,10697.13,1253.98,0.25,24448.69
2018/4/24,227.00,29.61,10579.50,1243.67,0.25,24024.13
2018/4/25,225.00,29.68,10559.97,1242.19,0.25,24083.83
2018/4/26,222.00,29.64,10488.58,1268.21,0.25,24322.34
2018/4/27,223.50,29.56,10553.43,1258.11,0.25,24311.19
2018/4/30,227.00,29.62,10657.88,1244.40,0.25,24163.15
2018/5/2,223.00,29.79,10618.81,1259.42,0.25,23924.98
2018/5/3,220.50,29.67,10514.18,1267.44,0.25,23930.15
2018/5/4,223.00,29.67,10529.37,1296.73,0.25,24262.51
2018/5/7,223.50,29.81,10604.91,1308.48,0.25,24357.32
2018/5/8,228.00,29.80,10691.38,1318.02,0.25,24360.21
2018/5/9,229.50,29.92,10703.35,1336.68,0.25,24542.54
2018/5/10,229.50,29.71,10760.21,1360.72,0.25,24739.53
2018/5/11,233.00,29.75,10858.98,1350.46,0.25,24831.17
2018/5/14,233.00,29.81,10952.39,1367.50,0.25,24899.41
2018/5/15,230.50,29.91,10874.73,1351.10,0.25,24706.41
2018/5/16,230.50,29.84,10897.57,1370.10,0.25,24768.93
2018/5/17,226.50,29.93,10833.81,1364.87,0.25,24713.98
2018/5/18,223.50,29.93,10830.84,1345.20,0.25,24715.09
2018/5/21,229.00,29.88,10966.20,1359.34,0.25,25013.29
2018/5/22,229.00,29.87,10938.73,1366.97,0.25,24834.41
2018/5/23,228.50,29.97,10886.18,1373.95,0.25,24886.81
2018/5/24,229.00,29.93,10936.93,1378.72,0.25,24811.76
2018/5/25,228.50,29.94,10942.30,1390.84,0.25,24753.09
2018/5/28,227.00,29.95,10987.77,1380.92,0.25,24361.45
2018/5/29,225.00,30.05,10964.12,1380.92,0.25,24361.45
2018/5/30,221.00,29.92,10821.17,1389.91,0.25,24667.78
2018/5/31,224.00,29.97,10874.96,1379.00,0.25,24415.84
2018/6/1,224.00,29.80,10949.08,1411.31,0.25,24635.21
2018/6/4,229.00,29.73,11109.50,1422.67,0.25,24813.69
2018/6/5,229.00,29.80,11100.11,1428.51,0.25,24799.98
2018/6/6,230.00,29.66,11201.83,1437.94,0.25,25146.39
2018/6/7,230.00,29.77,11251.75,1424.34,0.25,25241.41
2018/6/8,227.00,29.84,11156.42,1412.29,0.25,25316.53
2018/6/11,226.00,29.82,11149.23,1408.99,0.25,25322.31
2018/6/12,229.00,29.86,11144.79,1416.37,0.25,25320.73
2018/6/13,232.00,29.84,11173.21,1414.48,0.25,25201.20
2018/6/14,226.50,29.93,11013.98,1423.12,0.26,25175.31
2018/6/15,231.00,30.13,11087.47,1422.04,0.26,25090.48
2018/6/19,225.00,30.17,10904.19,1391.58,0.26,24700.21
2018/6/20,226.00,30.18,10927.44,1398.60,0.26,24657.80
2018/6/21,226.50,30.32,10941.07,1381.01,0.26,24461.70
2018/6/22,227.50,30.30,10899.28,1371.00,0.26,24580.89
2018/6/25,218.00,30.37,10786.46,1328.04,0.26,24252.80
2018/6/26,214.50,30.40,10742.17,1333.40,0.26,24283.11
2018/6/27,213.00,30.51,10701.03,1300.51,0.26,24117.59
2018/6/28,212.00,30.56,10654.28,1311.64,0.26,24216.05
2018/6/29,216.50,30.46,10836.91,1313.70,0.26,24271.41
2018/7/2,214.00,30.53,10777.94,1321.81,0.26,24307.18
2018/7/3,214.50,30.55,10715.72,1297.71,0.26,24174.82
2018/7/4,216.00,30.50,10721.87,1332.96,0.26,24356.74
2018/7/5,214.50,30.52,10611.81,1332.96,0.26,24356.74
2018/7/6,217.00,30.43,10608.57,1349.19,0.26,24456.48
2018/7/9,221.50,30.31,10720.28,1358.03,0.26,24776.59
2018/7/10,222.00,30.35,10756.89,1372.25,0.26,24919.66
2018/7/11,220.00,30.65,10676.84,1336.71,0.26,24700.45
2018/7/12,220.50,30.50,10738.38,1346.20,0.26,24924.89
2018/7/13,224.50,30.57,10864.54,1340.83,0.26,25019.41
2018/7/16,223.50,30.53,10817.45,1339.24,0.26,25064.36
2018/7/17,221.50,30.53,10778.99,1358.99,0.26,25119.89
2018/7/18,223.00,30.59,10842.46,1369.46,0.26,25199.29
2018/7/19,224.50,30.68,10835.38,1365.82,0.26,25064.50
2018/7/20,237.50,30.59,10932.11,1359.19,0.26,25058.12
2018/7/23,241.00,30.62,10946.89,1361.38,0.26,25044.29
2018/7/24,241.00,30.61,10995.39,1346.58,0.26,25241.94
2018/7/25,240.50,30.46,10965.79,1353.15,0.26,25414.10
2018/7/26,241.00,30.59,11010.61,1378.42,0.26,25527.07
2018/7/27,244.50,30.56,11075.78,1372.24,0.26,25451.06
2018/7/30,245.50,30.57,11033.54,1358.56,0.26,25306.83
2018/7/31,246.00,30.57,11057.51,1367.47,0.26,25415.19
2018/8/1,248.00,30.61,11098.13,1365.11,0.26,25333.82
2018/8/2,244.50,30.71,10929.77,1378.83,0.26,25326.16
2018/8/3,247.00,30.59,11012.43,1381.64,0.26,25462.58
2018/8/6,245.50,30.64,11024.10,1389.22,0.26,25502.18
2018/8/7,241.50,30.54,10983.44,1400.00,0.26,25628.91
2018/8/8,247.50,30.58,11075.25,1403.77,0.26,25583.75
2018/8/9,247.00,30.65,11028.07,1389.06,0.26,25509.23
2018/8/10,245.00,30.73,10983.68,1354.80,0.26,25313.14
2018/8/13,240.50,30.85,10748.92,1356.75,0.26,25187.70
2018/8/14,243.50,30.81,10824.23,1354.19,0.26,25299.92
2018/8/15,241.50,30.88,10716.75,1334.86,0.26,25162.41
2018/8/16,239.00,30.75,10683.90,1333.09,0.26,25558.73
2018/8/17,239.50,30.71,10690.96,1323.41,0.26,25669.32
2018/8/20,239.50,30.71,10699.05,1322.10,0.26,25758.69
2018/8/21,241.00,30.65,10792.20,1348.28,0.26,25822.29
2018/8/22,242.00,30.66,10804.20,1354.53,0.26,25733.60
2018/8/23,244.50,30.82,10863.13,1356.13,0.26,25656.98
2018/8/24,243.50,30.66,10809.35,1375.88,0.26,25790.35
2018/8/27,245.00,30.67,10902.21,1397.46,0.26,26049.64
2018/8/28,249.50,30.69,10989.55,1402.95,0.26,26064.02
2018/8/29,259.00,30.69,11099.57,1406.38,0.26,26124.57
2018/8/30,263.50,30.74,11093.75,1393.17,0.26,25986.92
2018/8/31,256.00,30.67,11063.94,1401.20,0.26,25964.82
2018/9/3,257.00,30.71,10964.22,1410.93,0.26,25952.48
2018/9/4,257.50,30.75,11021.38,1410.93,0.26,25952.48
2018/9/5,264.00,30.77,10995.13,1403.82,0.26,25974.99
2018/9/6,261.00,30.77,10924.30,1366.35,0.26,25995.87
2018/9/7,264.00,30.82,10846.99,1360.77,0.26,25916.54
2018/9/10,264.50,30.82,10725.80,1375.74,0.26,25857.07
2018/9/11,260.00,30.79,10752.30,1361.89,0.26,25971.06
2018/9/12,260.50,30.71,10722.57,1346.02,0.26,25998.92
2018/9/13,255.00,30.72,10727.23,1362.20,0.26,26145.99
2018/9/14,261.00,30.76,10868.14,1377.31,0.26,26154.67
2018/9/17,258.00,30.79,10828.61,1357.48,0.26,26062.12
2018/9/18,254.50,30.78,10760.21,1368.87,0.26,26246.96
2018/9/19,258.00,30.74,10857.27,1371.68,0.26,26405.76
2018/9/20,260.00,30.72,10831.41,1387.67,0.26,26656.98
2018/9/21,261.50,30.64,10972.41,1383.09,0.26,26743.50
2018/9/25,263.50,30.66,10978.85,1364.82,0.26,26492.21
2018/9/26,263.50,30.67,10974.19,1351.85,0.26,26385.28
2018/9/27,265.00,30.54,11034.19,1357.87,0.26,26439.93
2018/9/28,262.50,30.45,11006.34,1366.74,0.26,26458.31
2018/10/1,263.00,30.54,11051.80,1370.44,0.26,26651.21
2018/10/2,257.50,30.66,10919.63,1370.87,0.26,26773.94
2018/10/3,260.00,30.73,10863.94,1372.40,0.26,26828.39
2018/10/4,254.00,30.85,10718.91,1347.16,0.26,26627.48
2018/10/5,250.00,30.92,10517.12,1315.84,0.26,26447.05
2018/10/8,243.50,30.96,10455.93,1301.00,0.26,26486.78
2018/10/9,244.00,30.96,10466.83,1300.15,0.26,26430.57
2018/10/11,227.50,30.95,9806.11,1229.36,0.26,25052.83
2018/10/12,237.00,30.90,10045.81,1253.58,0.26,25339.99
2018/10/15,230.50,30.88,9901.12,1241.82,0.26,25250.55
2018/10/16,237.00,30.78,9981.10,1282.95,0.26,25798.42
2018/10/17,238.50,30.87,9979.14,1277.31,0.26,25706.68
2018/10/18,236.50,30.99,9953.73,1245.30,0.26,25379.45
2018/10/19,236.00,30.89,9919.26,1225.94,0.26,25444.34
2018/10/22,237.00,30.92,9974.28,1234.20,0.26,25317.41
2018/10/23,230.00,30.94,9775.20,1227.61,0.26,25191.43
2018/10/24,229.50,30.98,9759.40,1146.41,0.26,24583.42
2018/10/25,219.50,30.95,9520.79,1173.21,0.26,24984.55
2018/10/26,221.00,30.96,9489.18,1153.00,0.26,24688.31
2018/10/29,222.50,31.00,9516.32,1140.15,0.26,24442.92
2018/10/30,223.00,30.94,9526.11,1187.57,0.26,24874.64
2018/10/31,234.00,30.93,9802.13,1202.30,0.26,25115.76
2018/11/1,235.50,30.73,9844.74,1258.08,0.26,25380.74
2018/11/2,236.50,30.58,9906.59,1239.16,0.26,25270.83
2018/11/5,235.00,30.70,9889.81,1228.60,0.26,25461.70
2018/11/6,234.50,30.77,9824.95,1242.63,0.26,25635.01
2018/11/7,234.00,30.57,9908.35,1257.47,0.26,26180.30
2018/11/8,236.50,30.69,9945.31,1252.23,0.26,26191.22
2018/11/9,231.00,30.77,9830.01,1229.05,0.26,25989.30
2018/11/12,231.50,30.92,9831.21,1174.49,0.26,25387.18
2018/11/13,227.50,30.85,9775.84,1190.37,0.26,25286.49
2018/11/14,228.50,30.86,9791.88,1194.71,0.26,25080.50
2018/11/15,231.00,30.79,9826.46,1234.62,0.26,25289.27
2018/11/16,226.00,30.77,9797.09,1220.14,0.26,25413.22
2018/11/19,222.00,30.89,9828.69,1173.01,0.26,25017.44
2018/11/20,218.00,30.95,9743.99,1174.82,0.26,24465.64
2018/11/21,219.00,30.86,9741.52,1179.73,0.26,24464.69
2018/11/22,219.00,30.86,9714.71,1179.24,0.26,24285.95
2018/11/23,218.50,30.93,9667.30,1179.24,0.26,24285.95
2018/11/26,223.00,30.86,9765.36,1201.72,0.26,24640.24
2018/11/27,224.00,30.91,9778.62,1204.08,0.26,24748.73
2018/11/28,226.50,30.81,9884.31,1231.45,0.26,25366.43
2018/11/29,229.00,30.75,9885.36,1221.43,0.26,25338.84
2018/11/30,225.50,30.85,9888.03,1239.60,0.26,25538.46
2018/12/3,235.00,30.66,10137.87,1272.74,0.26,25826.43
2018/12/4,234.00,30.77,10083.54,1209.35,0.26,25027.07
2018/12/5,226.00,30.79,9916.74,1202.83,0.26,24947.67
2018/12/6,220.00,30.84,9684.72,1202.83,0.26,24947.67
2018/12/7,221.00,30.93,9760.88,1157.86,0.26,24388.95
2018/12/10,219.00,30.91,9647.54,1174.19,0.26,24423.26
2018/12/11,222.50,30.83,9707.04,1181.48,0.26,24370.24
2018/12/12,226.50,30.77,9816.45,1198.90,0.26,24527.27
2018/12/13,226.00,30.82,9858.76,1194.59,0.26,24597.38
2018/12/14,222.50,30.86,9774.16,1177.57,0.26,24100.51
2018/12/17,223.50,30.82,9787.53,1162.46,0.26,23592.98
2018/12/18,222.50,30.81,9718.82,1177.36,0.26,23675.64
2018/12/19,225.50,30.86,9783.21,1127.44,0.26,23323.66
2018/12/20,221.00,30.74,9674.52,1117.74,0.26,22859.60
2018/12/21,223.50,30.79,9676.67,1101.29,0.26,22445.37
2018/12/22,221.50,30.79,9646.16,1069.39,0.26,21792.20
2018/12/24,220.00,30.80,9639.70,1069.39,0.26,21792.20
2018/12/25,217.50,30.81,9527.09,1131.10,0.26,22878.45
2018/12/26,216.50,30.77,9478.99,1131.10,0.26,22878.45
2018/12/27,223.00,30.75,9641.56,1139.49,0.26,23138.82
2018/12/28,225.50,30.57,9727.41,1147.37,0.26,23062.40
